"daoName","publicAddress","name","ensName","status","twitterHandle","forumHandle","discordHandle","discordUsername","delegatedTokens","delegatorCount","karmaScore","forumActivityScore","forumLikesReceived","forumPostsReadCount","proposalsInitiated","proposalsDiscussed","forumTopicCount","forumPostCount","offChainVotesPct","onChainVotesPct","proposalsOnSnapshot","discordMessagesCount","discordMessagePercentile"
"ssvnetwork","0x2de670a1d8c1de83d8727295284704bb196ba117","BenAffleck","","active","batfleck9383","benaffleck","780814541394935818","ben.affleck#0",10108,1,89,96,663,2470,90,269,98,335,87,,0,763,98
"ssvnetwork","0x9933fcd422180fe81c83aed0de219c6fc4a08c15","fod","","active","","fod","517542364831678474","fod8970#0",26004,7,79,72,261,1790,6,74,8,133,80,,0,101,95
"ssvnetwork","0x0b399d2667733659f4a5fdcb030f3e26d26cc0fe","spooky.eth","spooky.eth","active","","spookyg","104283439322136576","sp00kyg#0",27862,4,67,75,137,1655,9,58,10,76,64,,0,39,82
"ssvnetwork","0xe3023dae714d827f2452442fccfdc2bcd684de13","DragonStake","","active","","derfredy","580093092934189056","derfredy#0",40000,2,57,30,,,,,,,66,,0,0,25
"ssvnetwork","0x1b1627b632f774b4b95cfe28ec03d8f9c5847f0b","0neinfra.eth","0neinfra.eth","active","","h.m.23-0neinfra","808005193899573279","h.m.23#0",35472,2,54,33,,,,,,,60,,0,9,65
"ssvnetwork","0xe1e550357dd309e360b045de0713b13066efd701","","","withdrawn","","","","",30000,1,52,,,,,,,,69,0,0,,
"ssvnetwork","0xc799be8de03f20b2d3b101e6f6516d614e6ffe06","Hayhouse Projects LLC","hackworth.eth","active","","hackworth","135149114609369088","hackworth.eth#0",10601,3,52,24,60,774,0,31,1,39,60,,0,3,53
"ssvnetwork","0x8b529ef78046008f9d1fbc91c7407030de96ee32","Marc | Blockshard","blockshard.eth","withdrawn","","bumpytale","404217698675982336","marc_blockshard#0",0,0,49,59,70,852,6,33,6,35,45,,0,45,88
"ssvnetwork","0xfb6141dfe88540450b2b3e5c1a64944c4325b6d9","LinkoPlus | AXBLOX","","active","","axblox","830495378314756107","linkoplus#0",30005,3,45,62,195,984,2,98,6,131,39,,0,18,72
"ssvnetwork","0x32ebaf9ea4063d911222407838e15e3a5027a638","markoInEther","","active","","markoinether","684383986046468117","markoinether#0",40002,5,39,79,57,522,12,22,14,25,27,,0,3,53
"ssvnetwork","0x8f8c3b3d99a2cd1d4ca8aa1a386b743510436b16","flo","","active","","flo","776535637167439872","fm.heigl#0",35400,2,37,39,,,,,,,37,,0,0,25
"ssvnetwork","0x44e50757ad63558cf5281bb4da7997bcf5118e33","Taiga","","active","","taiga","690094174292148285","zktaiga#0",25690,0,35,71,54,1222,11,11,11,14,22,,0,73,92
"ssvnetwork","0x3ea44328b48a027a5e7ada15c193cbc388268786","vethd | monitorssv","","active","","monitorssv","1184329060411785219","vethd.#0",6001,1,34,57,41,575,3,24,3,31,26,,0,20,78
"ssvnetwork","0xefe28ba8c9bb3438f92f75be0acd078182c61231","Yorick","","withdrawn","","","219015859182632960","yorickdowne#0",0,0,33,85,,,,,,,15,0,0,65,88
"ssvnetwork","0x33798b4f75e9726955708c272a4e764ea29476b7","yuting","","active","","yuting","847829334927474708","yutingttm#0",5000,2,32,32,152,1017,0,52,3,70,30,,0,19,75
"ssvnetwork","0x9fb67dea6c6f9f0e35c3ebe61afda0cfd9a332c3","Stakewith.us","","active","","","","",30000,2,31,0,,,,,,,41,,0,,
"ssvnetwork","0x6210477b3025bf5ea50a35d39e7d2875dc11661c","","noah.savedsouls.eth","active","","gbeast","761106352549527553","gbeast.eth#0",4410,3,27,37,36,382,1,12,2,24,22,,0,45,85
"ssvnetwork","0x833982274afc3909f0fff48e92546ec21ae5ad6b","Ebunker","","active","","damon","673526781357195315","lenard_feng#0",10000,1,26,36,,,,,,,23,,0,0,25
"ssvnetwork","0x269ebeee083ce6f70486a67dc8036a889bf322a9","ThomasBlock","thomasblock.eth","withdrawn","","thomasblock","456607718187335680","thomasblock#0",5009,2,26,39,,,,,,,21,,0,6,64
"ssvnetwork","0x404f9fa7e8c6b911f6dc3bb32f103a77deb8dda7","","","active","","","","",30000,1,26,0,,,,,,,34,,0,,
"ssvnetwork","0x58b1b454dbe5156acc8fc2139e7238451b59f432","LemmaGov","lemmagovernance.eth","active","","lemmagov","416222591330549770","hugonomics#0",147832,1,25,36,,,,,,,22,,0,0,25
"ssvnetwork","0x7ddee51c8375399127b18a0333f80292c3fb6486","llifezou","","active","","llifezou","935478899998089226","llifezou#0",5000,1,25,37,,,,,,,22,,0,0,25
"ssvnetwork","0xa32d07ad5c398599636867439a4bcaef119351ab","Sigma Prime","","active","","sigmaprime","","",10000,1,24,30,,,,,,,23,,0,,
"ssvnetwork","0xf389dd1f828525b449d63d14157f2d3a25ee0a41","","cvjoint.eth","active","","","","",35011,4,23,0,,,,,,,31,,0,,
"ssvnetwork","0xf2659cc196829c6676b1e0e1a71a8797cec6778a","HashKey Cloud","","active","","hashkeygov","","",13008,1,21,0,,,,,,,28,,0,,
"ssvnetwork","0x51092a250891637d036e4617a1e38a70309fedcb","","","active","","kbc","","",30004,2,20,41,,,,,,,15,,0,,
"ssvnetwork","0xd4b06a0bec0bd015027e2ca7d30367fab60a1a8e","","","active","","","","",0,0,20,0,,,,,,,26,0,0,,
"ssvnetwork","0x26b0bb09478a8423b53b2854deffb8a61a889725","EthernodesGov","","active","","ethernodes","977282820806434879","alphanodesalphagrowth#0",10798,1,19,0,,,,,,,24,,0,0,25
"ssvnetwork","0x13e2926facd4e56a8f4412a945ea038f62de22a5","","","active","","","","",0,0,19,0,,,,,,,25,0,0,,
"ssvnetwork","0x1339e13f50251bc9567ee9b315a8ecf4cd8af4e6","","","active","","","","",1,0,19,0,,,,,,,25,,0,,
"ssvnetwork","0x17fe4ed21e35b5ad800179b0c20447ca3f5280db","","11144.eth","active","","","","",0,0,19,0,,,,,,,25,0,0,,
"ssvnetwork","0x45c127bbbb590d99d0f35a80762ddf03f55d089b","","pepebills.eth","active","","","","",0,0,17,0,,,,,,,22,0,0,,
"ssvnetwork","0x0b7455fed54daba688871b285c6c245c5b95bffa","","","active","","","","",25000,1,17,0,,,,,,,22,,0,,
"ssvnetwork","0x261f436676cfa456a8f086a850160e97550aea9c","","admiral.savedsouls.eth","active","","","","",0,0,17,0,,,,,,,23,,0,,
"ssvnetwork","0xfa08c782a435f713cb0fd6d5836b7525b36372f0","ChainUp","","active","","chainupgov","","",18397,1,16,0,,,,,,,21,,0,,
"ssvnetwork","0xe6b6e280a41ddbdb19543e29cad4088a11ddf6b8","","","active","","","","",15000,1,16,0,,,,,,,21,,0,,
"ssvnetwork","0x872da650d6d727b87e56d8e46f62228a27f94b3d","","","active","","","","",2513,0,15,0,,,,,,,20,,0,,
"ssvnetwork","0x5bca305df5b8446546224d7e548ef4e681eacfc9","","btcdot.eth","active","","","","",0,0,15,0,,,,,,,20,0,0,,
"ssvnetwork","0xa4ab16a28a8567bb7e51d536f151f8bac1d3b464","SSVHodler","","active","","","","",0,0,15,0,,,,,,,20,,0,,
"ssvnetwork","0xf89e388d02635f2a9b8ab567618940829bd9af07","","nudities.eth","active","","","","",0,0,15,0,,,,,,,20,0,0,,
"ssvnetwork","0x425a9d0d5955cb82d77fda64d01561dd960e7e9f","RockX","","active","","","","",0,0,15,0,,,,,,,20,0,0,,
"ssvnetwork","0x952c23f8f067a5e7e165ff0e42491f51d87dbc95","","maoyan.eth","active","pokl888","","","",0,0,15,0,,,,,,,20,,0,,
"ssvnetwork","0xae4494eea1265fbb7e4be2ccba2bd28a6a8da167","","","active","","","","",0,0,14,0,,,,,,,19,0,0,,
"ssvnetwork","0xffdcabffb9ec425fd0b469ef626c844cb68670e8","","","active","","","","",0,0,14,0,,,,,,,19,0,0,,
"ssvnetwork","0xb693ef9c104dc956c9a1766361970cd9f1eeb013","","","active","","","","",0,0,13,0,,,,,,,17,,0,,
"ssvnetwork","0xc483287d7e6d2d5427444b7b5690794d5c886c27","","tehllama.eth","active","","","","",0,0,13,0,,,,,,,17,0,0,,
"ssvnetwork","0x3a409eff50a47aeef294e3f0bb3874490dd99abc","","ccdefi.eth","active","","","","",0,0,13,0,,,,,,,17,,0,,
"ssvnetwork","0x26036ede308c90987cb29a20b713c93e07db73c5","","","active","","","","",0,0,13,0,,,,,,,17,0,0,,
"ssvnetwork","0xe4a1319048c3a3873da557a289817276aac96296","","","active","","","","",41015,0,13,0,,,,,,,17,,0,,
"ssvnetwork","0x55c5d95237d4cb2950b1a8bddf5fa57908bc7bcc","","jasoneth.eth","active","","","","",0,0,13,0,,,,,,,17,0,0,,
"ssvnetwork","0x2d500166d5422c9b9db58320d3174c931f280a6d","","","active","","","","",0,0,13,0,,,,,,,17,,0,,
"ssvnetwork","0x67e02be3d70acc00e322a8995e9298741d502a6e","Blockside","","active","","blockside","1070971216573239296","blockside#0",5000,2,12,30,,,,,,,6,,0,0,25
"ssvnetwork","0xb07ffa5bda695e6214a4e7d95b32a942b1d16c65","","","active","","","","",0,0,12,0,,,,,,,16,0,0,,
"ssvnetwork","0xa52f23bdcdf3094d124e93b75dd8e0c0fe8b945a","","gemspec.eth","active","","","","",0,0,12,0,,,,,,,16,0,0,,
"ssvnetwork","0x700a023f22c4a4fbfdeed3d00b951ef8ea932be1","","baseace.eth","active","","","","",0,0,12,0,,,,,,,16,0,0,,
"ssvnetwork","0x2cf4f79e88b723ab5969209cc3f8ce1e8eb392ac","","","active","","","","",2187,0,12,0,,,,,,,16,,0,,
"ssvnetwork","0x8021712b9c17bdc3057067d27782404dcca352e3","","","active","","","","",0,0,12,0,,,,,,,16,0,0,,
"ssvnetwork","0x60cd284adc16f5858c23b26c8377c13f72c49e35","XHash","","active","","kenway","","",10000,1,11,15,10,250,0,7,1,8,10,,0,,
"ssvnetwork","0x04490dc0f52a97ef2d6ea0c4d9edbcde8c8546cc","","bitcichain.eth","active","","","","",0,0,11,0,,,,,,,14,0,0,,
"ssvnetwork","0xadaa78db09f0f38ca68ff357ba5968c96b2d6d8f","","ghotoman.eth","active","","","","",0,0,11,0,,,,,,,15,0,0,,
"ssvnetwork","0x1a122753839db019eb2c0684ea6e368d82793513","01node_Validator","","active","","01node_validator","","",0,0,11,30,,,,,,,5,0,0,,
"ssvnetwork","0x2d4b8529c1bdf9948537e00fd0a63307c9de3cb1","","lamapama.eth","active","","","","",4,0,11,0,,,,,,,15,,0,,
"ssvnetwork","0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9","","james.ismoney.eth","active","","","","",0,0,11,0,,,,,,,15,0,0,,
"ssvnetwork","0xb514e543c158ff89c7c13cfa966d8770a68a1ce1","","","active","","","","",1,0,10,0,,,,,,,13,,0,,
"ssvnetwork","0x13be45d9ade672c0354a5bff501dc5f791002680","Allnodes","","active","","allnodes","","",10000,1,10,0,,,,,,,13,,0,,
"ssvnetwork","0x9b851394c97b9dffd395a505b58e731ed68e619a","Davidott","","active","","mildav76","","",46,0,10,32,,,,,,,4,,0,,
"ssvnetwork","0xb039194a3273a1feea5839755be20f840e9f0535","","ingramzhao.eth","active","","","","",0,0,10,0,,,,,,,13,0,0,,
"ssvnetwork","0x29f2fb85e29465338a765c087e1f74e3d2e4832d","","","active","","","","",0,0,10,0,,,,,,,13,0,0,,
"ssvnetwork","0xb0ba5ceca5a2fac643febc2f9f3ac4a53162f384","","21558.eth","active","","","","",0,0,10,0,,,,,,,13,0,0,,
"ssvnetwork","0xf9868b3960348194371b8ca4fe87ca7de95e40b6","","undergroundrapper.eth","active","","","","",0,0,10,0,,,,,,,13,0,0,,
"ssvnetwork","0x0e551fefbfb64bb53cbff5179f720aefe978279d","king_Steve","","active","","king_steve","1069540438836531241","_king_steve#0",0,0,10,39,13,384,1,12,2,32,0,0,0,5,60
"ssvnetwork","0xb22981ba3fe1de2325935c91a3b717168fb86714","chuygarcia.eth","chuygarcia.eth","active","","chuygarcia","727934296387616848","chuygarcia.eth#0",212,0,9,27,3,132,1,1,1,3,2,,0,11,68
"ssvnetwork","0x29e189a2b6d271d4016d6fadce9346f0a202ea5c","","","active","","","","",4863,0,9,0,,,,,,,12,,0,,
"ssvnetwork","0x30ab6e9898865880e220a381b656333893340cc4","","","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0x4b294417042cc1e6f6ba371a516b57aad4aa0e75","","","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0xf98c7c743c0adc30b5839336fb9558fa052463a3","","yaaay.eth","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0x871d03f7087680bdfe0948e469dc75ab65c46a96","","","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0xae7c585fa26840e58a6d010eaf3dead86ed0357f","","tonyfeng.eth","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0x10249c66f4adf0960df8e43ba379104fb30afc39","","pinguins.eth","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0x674ace830867045c412cd0cb4ceb23fc0dbd6890","","","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0xbb3a3552a7c5ac37e6e05167fe53e9c19624c0c4","","hugod.eth","active","","","","",238,0,9,0,,,,,,,12,,0,,
"ssvnetwork","0x6a4f8e577bb6f3b1aed131c67002c2a64eb0a0fd","","","active","","","","",0,0,9,0,,,,,,,12,0,0,,
"ssvnetwork","0x8a955ed24fcb3cf71d8a5bc828b7dcfdb2c17101","P2P.ORG","","active","","","","",10000,1,8,0,,,,,,,10,,0,,
"ssvnetwork","0xf69a08b652f0cebb685c2ffe043cfb767b66544a","","","active","","","","",0,0,8,0,,,,,,,10,,0,,
"ssvnetwork","0x8c785d2326a9cc22d4bedab089cbe351ae40c3ae","Pelmiche","pelmiche.eth","active","","mickael","","",1971,0,8,0,,,,,,,10,,0,,
"ssvnetwork","0xd6b7d52e15678b9195f12f3a6d6cb79dcdccb690","Kiln","","withdrawn","","kiln","626172568814092288","archifleks#0",10000,1,8,11,2,36,0,1,1,2,6,,0,0,32
"ssvnetwork","0x07c2af75788814ba7e5225b2f5c951ed161cb589","","leishen.eth","active","leifengcrypto","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0x25ca75851ef407868f4020e2ec7fc41cf4ec6b90","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0x8c76cf9f4fc59808cc9b47839cc86c3eaacd80a7","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x8768424b84128a6daea7cdec88dd0abeea5ec58d","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x6676ffebc95c0b3c85025d57b9543e11c571db4a","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x30c136becb8b1180612af1300575f6c2d26becfe","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0xb67d7ff3bc88122f90588d3876ff72cbed8a7d98","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x6185db2defea5ef5b64cbc93bed38b09d3348c2e","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0x13718783fad1162cefe0f047bbfaaf411887705d","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x3639b8b4137fd331d8fb0e8df458800430e048b0","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xe958637f01fc33de1d8156410fd7c37df3698ec2","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xc74108be1f93f63666de5f17eadd540441cfdd6a","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xdec7d23e847ff3abf040f26235d4ed297e014496","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0x7c81eb6b790e1600f8f61768ec0ab1ed66252349","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0xb85eb2ed6d9d70d66cbea5d76645a62bdce27663","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0xdd89c41e9abb7f4e26befeaded9d695445951138","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0x13896e20bcdfd99c18a96aee81c9b9891c9b42bb","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xc6eafeec36fb19e34812f19e552289fab2b66710","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x8cc1fe45878bca44235b6feea1b8d801b6859a96","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x468d927d121cc2f13eaf32bac09824411a2f62ac","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x44477a907a9f50cd99b657f1d19cd6498c64924a","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x4e0573044344bd0063ab89a5d6c5a54761514ec5","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xb95ffce0e77ad1e14455c3df4080d2a00ef7b334","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x98cfc04699326b053abb39d154ceccfa7e8bc0fd","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xef1f182c6539fd8dc5d3f54048f34910b0de1481","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x0272c00edd004ef49a1dd3c5d6ccab5d34e01648","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xf11b041434974c00641b79ffcdd496145a77db3c","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x99993aef25da2299b3543436009144a9b6733266","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xa2768ff1446e147a8d97b0218fea7c1b139c827e","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x8ad2a3facfc0563a35cf1b9cf4a6a1b9805c9c2c","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x2698b37a439838fc7999f70385c7e101e74cdff9","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xc60f594d7f549631d999c960ce76bc572be3fe83","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0xff71512c84096f55cdf5c5f3d3c6ace99b56fef0","Koga","hasmany.eth","active","","","","",0,0,8,0,,,,,,,11,,0,,
"ssvnetwork","0x617e24fcdf3e283cf374e950918ecb960253ffb2","","smedi.eth","active","","","","",0,0,8,0,,,,,,,10,,0,,
"ssvnetwork","0xb8443312acea226ca4e41bda9a9a3d6f513c8aeb","","","active","","","","",3838,0,8,0,,,,,,,11,,0,,
"ssvnetwork","0x8edb046b1dcaa1222d4779eb814c15f2f358f6b7","","justawhile.eth","active","","","","",700,0,8,0,,,,,,,10,,0,,
"ssvnetwork","0x01e863c402f2e901ba264c3b0b2d6b8606eff2ba","","alcyoneus.eth","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x728c5dd19d8d5368e52c07851df1cb26fca8d8d8","","","active","","","","",0,0,8,0,,,,,,,10,0,0,,
"ssvnetwork","0x1b64249535155a98ec0f440f4728bb567a520684","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x4b9fe982b41023e70414f8f143c46857d2745374","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xcb940e3bd567039a77c263f10d57eb9c1df321d6","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x833411c45c741c7cf3f9bb0817b5ccc36753d981","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xe6d936d191c62d9f06e362cc663d90d1487d8fb8","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xf98653e3af1a18e31036c5bd39f5fede65edfbf6","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x97e9a9930579db17e72c29edf6c5d6f1c9311276","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xbd480d84e6b2ce07a11a8efbe5756efdc52e614c","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x551ca753c4dd87c381802a222da4ab36fc0c486a","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x656aeaa42a2009aece4281c962456cf4c4f1c192","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x6fd2d4c9f53b12b56471fe716d52364a64fbed62","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xba8d1bc300edc098c19bd03c42681b72e52cb18b","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x1c70d2613c23341dd07ef4cf4198b43872f1a2ac","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0xe3dd82fa1d1aca03db40154280e80df52924499b","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x6231a5bde60613df00b2ec211c52108a4e27838f","","","active","","","","",0,0,8,0,,,,,,,11,0,0,,
"ssvnetwork","0x4e881ada6ca252df943e5bdcae7e22110597c6c3","","","active","","abdulbasit","805574874844102658","basit3193#0",95,0,7,13,8,328,0,1,1,3,3,,0,54,88
"ssvnetwork","0x6a3f6d4de1f891e776ac0a1e57d46bbba3b0cada","0xVerglas","verglas.eth","active","","0xverglas","319878138618183682","0x_verglas#0",0,0,7,30,,,,,,,0,0,0,0,25
"ssvnetwork","0x7a9cb2e9c68173a697766941fbd82923aa694168","","ohso.q00t.eth","active","","pipsqueecs","452195929207078912","pipsqueecs#0",12,0,7,30,,,,,,,0,,0,0,25
"ssvnetwork","0xfc60fa9c4444f5d8b5188951f2ec7f338c7af181","Spacesider","","active","","spacesider","718780451954622484","spacesider#0",0,0,7,30,,,,,,,0,,0,0,25
"ssvnetwork","0x77f8259ee13643fc27b7cd88ea57e86050821f52","","noditos.eth","active","","anthonys7","338785101842219010","cal0x#0",0,0,7,30,,,,,,,0,0,0,0,25
"ssvnetwork","0x2f5f939883cb8e06c1f604318638c5ae09e45701","","shadowops.eth","active","","","","",0,0,7,0,,,,,,,9,0,0,,
"ssvnetwork","0x15f04b7d199c91f4981d0395add0070750bb9669","","icarusli.eth","active","","","","",0,0,7,0,,,,,,,9,0,0,,
"ssvnetwork","0x4e37b826c47107ff10dddf4312db075896d2ca7c","","","active","","","","",0,0,7,0,,,,,,,9,0,0,,
"ssvnetwork","0xc0f2fe3cea03e1115513d604ceab6ae4c8a7f33a","","chainops.eth","active","","","","",0,0,7,0,,,,,,,9,0,0,,
"ssvnetwork","0x340798539bada9b832e8231f195294d62ef863fe","","baycfi.eth","active","","","","",0,0,7,0,,,,,,,9,0,0,,
"ssvnetwork","0xdd682eba17b6c6e8debdec2ece989779bd2487b6","","","active","","","","",0,0,7,0,,,,,,,9,,0,,
"ssvnetwork","0xb4649484e2e3c4f1b689f9df327c2248b8203eb4","","winnymie.eth","active","","","","",0,0,7,0,,,,,,,9,0,0,,
"ssvnetwork","0xa3260fab428b449a010dab5c6254b4530de6a25f","","","active","","","","",51,0,7,0,,,,,,,9,,0,,
"ssvnetwork","0x41c92f0709434920e869c3a28e5029f69249690a","","forbole.eth","active","","","","",0,0,7,0,,,,,,,9,0,0,,
"ssvnetwork","0xb726265cda6bd2563a80549ccacca1934bab728e","","webbuilder.eth","active","","","","",0,0,7,0,,,,,,,9,,0,,
"ssvnetwork","0x13c310733656cca271f210661097fee7a6fa2be1","","","active","","","","",1900,0,6,0,,,,,,,8,,0,,
"ssvnetwork","0x2a0b5075e2d0845bd9114e8f3102e7441960a24c","","davidlightman.eth","active","","","","",0,0,6,0,,,,,,,8,0,0,,
"ssvnetwork","0x51e536c59c4a7579d1f6d1b4f84206b3b2bb9f21","","","active","","","","",0,0,6,0,,,,,,,8,0,0,,
"ssvnetwork","0x8463fd6714dae143f9b030a155775ce3fad16a1e","","","active","","","","",0,0,6,0,,,,,,,8,0,0,,
"ssvnetwork","0xa1c7f1124d964abd0932e60813202d2230b4e47f","","","active","","","","",0,0,6,0,,,,,,,8,0,0,,
"ssvnetwork","0x2097c187988c7569721a83c9e855b12919066506","","","active","","","","",0,0,6,0,,,,,,,8,0,0,,
"ssvnetwork","0x2cef68303e40be7bb3b89b93184368fc5fce6653","","","active","","","","",170,0,6,0,,,,,,,8,,0,,
"ssvnetwork","0xf35a49bf5f15ed884f311f830d92c15b320dd7ee","","microtick.eth","inactive","","","","",1,0,6,0,,,,,,,8,,0,,
"ssvnetwork","0xd1e4163b09c77c39b66119cd3b1d79d8c699ae44","Joonkyo Kim | DSRV","","active","","dsrvgov","854633327033057280","rootwarp#0",10000,1,5,0,,,,,,,6,,0,0,25
"ssvnetwork","0x015122a625b45f68e6d795c0ab99fc7107e4c3b9","","gokbelen.eth","active","","","","",34,0,5,0,,,,,,,6,,0,,
"ssvnetwork","0xf02ea45d3f350f5bca63fa13908ac39ae2cc2180","P2P.org","","active","","p2pgov","","",0,0,5,0,,,,,,,7,,0,,
"ssvnetwork","0x3c385cd0ee6fc17f49c4bc900b8652c402704b38","","kenway.eth","active","","","","",1969,0,5,0,,,,,,,6,,0,,
"ssvnetwork","0x09b7f5408d8a389e6bedfa3a6b43b328d6b3249d","","","active","","","","",0,0,5,0,,,,,,,6,,0,,
"ssvnetwork","0x8a3365afdadbe5fb31a0f33f2d61f7465fbd4639","","","active","","","","",316,0,5,0,,,,,,,6,,0,,
"ssvnetwork","0x97e18544e156724e4076945f10c288ecbbc94e54","","","active","","","","",3005,0,5,0,,,,,,,6,,0,,
"ssvnetwork","0xdccf8451070a86183ee70d330c4c43b686e9cf86","","dogestaker.eth","active","","","","",818,0,5,0,,,,,,,7,,0,,
"ssvnetwork","0xe445a235623ad7aabbd02ea01190fe4a4d9327af","","","active","","","","",0,0,5,0,,,,,,,6,0,0,,
