"daoName","publicAddress","name","ensName","status","twitterHandle","forumHandle","discordHandle","discordUsername","delegatedTokens","delegatorCount","karmaScore","forumActivityScore","forumLikesReceived","forumPostsReadCount","proposalsInitiated","proposalsDiscussed","forumTopicCount","forumPostCount","offChainVotesPct","onChainVotesPct","proposalsOnSnapshot","discordMessagesCount","discordMessagePercentile"
"ssvnetwork","0x382f6ff5b9a29fcf1dd2bf8b86c3234dc7ed2df6","0x382f6ff5b9a29fcf1dd2bf8b86c3234dc7ed2df6","","active","","","1070971216573239296","blockside#0",0,0,1,0,,,,,,,0,0,0,0,25
"ssvnetwork","0x61ad82d4466437d4cc250a0ceffbcbd7e07b8f96","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x799d72a921fe14a4589fcb539731f8b198d55944","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x123f89b6792af53e81b8657ddce1c31fc9f28fcc","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x96e22161e113549339b1566888ced444179f8c91","","fengfeng.eth","active","","","","",0,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x8d9a32ae8c1ce4ad46ce1898fb873b471cd5c985","Amoxid","","active","","","208290894040793089","amoxid#0",0,0,1,0,,,,,,,0,0,0,5,60
"ssvnetwork","0xae0c4291a9b0e67116e3ec2fbf8e039866388feb","","jackyt.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xeb53a2784fa47fd80e50b384bcde9006c6fc49d2","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xe7e05692ee35a3902eb817e0417c00f61f341295","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x835359136938c06cdbb0e645f5679428a3c9cbc9","","","active","","","","",0,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x8c7704eab89beff49e4f550a70fe5b9d98a9ec16","","7bing.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xb9ef64450bf8abe009e7eceba6cfef3160f48070","","cocoabean.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x9179cf75f37ceb03bc7ebd2ad0660933308a8cb4","","normad.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x8b6e3e6e1a0fc6bcb29e2bbe986fb09cb2302297","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xd50d5c19ad6d57b9f3a5490b5d9769e90b521e3b","","","active","","","","",101,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x9ee1ee2b44e97c4cac1ba2e6d24228c9f42fefe3","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x19793d9e1ce4662c90026105007af371bc46f510","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x26da4f747dd974f873be9422918faf1c3c0049d6","","","active","","","","",10,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0xeb2693537f1306f5a3820bd98a1a4580c60aa410","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x00000029ff545c86524ade7caf132527707948c4","","binance.umbra.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x555b5c5ca817ebf7325e62d38c73c2bd3d988e3c","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x477f34514a5785ad3b56dbe6f4737a9218b53019","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x150f2c2d199a54aac8dbb9959c99eed50bdc4ea1","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xf398c8a66b1f96d6ccb7c39a57f0b32f0104d18a","","cholee.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x3ba87d935156b468bb2579a290c51a237ae6bfcf","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xaf7a60bea989bdf5b1e8487e61b905294c96c502","","0xcryptomando.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x80fcfdd18c0b83a1827f5964d4d1b214db16adc5","","[42945b2cd9dc9dcbb89e3d16c39fc67b70fd51ef4c8fd17fa06b8f6283f1a90a].sismo.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xc03c9d2e6eea2c5536e02e96a6fe92ef6fac816b","","teddytan.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x821de7d05e7d4343b9d67abbd7f1673add081151","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x58c81082c04b7863449b218b2aedc38d28ee1a7e","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xee79df38f62d4c1390fed9f690a40262412bad5f","","otbit.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x620e4e2f2573c8d10db9b16c7e8ca12742c010f7","","rss3web3.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x201a089de2bfd27066cba34bf9dd780665e39c72","","liusdong.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x2ecaf17703410f1c4d775b042062d5490a6a3de0","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xbf49d4ffb8eeb1f30a27c8c032bd6c53a29f84a4","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x0ac10e4d2e771012cdf37361de7c374685737641","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x2aae25d89500d436e4d37f3bc20333d87db46d21","","我是你永远得不到的男人.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x5d839bf8a893cd2f6d1be94dc2f8e5a196666666","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x6455b2be039a16fb9e94e031da48c6f45d0c5364","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xaf533d5a3eaa9a48f5c2216a13d486c7e6e87cc2","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xc5de5c90960f52ad8bc8e62fe155e7d5014f7588","","ethstak3r.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xf1c5365755935580066b507e9fa15a3c0d03fe77","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x0b6720f16ecd409684605b05542ff91b1dfd7d54","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xa8f7f6de66e91b6edaa0cd417c97cfc06ff6dd3b","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x55d57319a95a03d959ed4da562bffc8321861ec7","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x37e9c754db39049f243fec4711def58605165690","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x87882b8498e4d045c67d707dab1de70b076b653f","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x2b96c5e63384fee4848181addd04c29b3a16eb89","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xf733454bb020b76cfc9c4ad80367bab412edbffb","","[36a1989eeecbdc85464a4e487f596ce86483a22a3f0a86dcf071de301db9e238].[03eda0b49ca0a5517e86e4e6fff0353db67e81f8d1f79adb96ce8fd7ffaff898].eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xeb64dd4609b332f8292c1cd10b87889a88c81655","","cryptoadamant1.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xffea74339e1863a958ee14b4478e48785bb23c5e","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x44bcefce74e4c9daff03b35ab5abd7abfc4cabb4","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x410d9cbadd36333d98c2391bc6525f1724d53949","","skyfinance.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x0f356364488d4d6eea9b57116dd0e9ea44549982","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x89d62e425f3d1902d8cb8568b1e71fd16121ad27","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x69f1a0e7bee4f34acb10eba3dec9c81c8e296c15","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xb3395265f5d7a6196e0436cf8adc43b5d108c2dd","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x24f59a23d97c166a78e2483ce81cbc0c24839623","","beeruscat.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x0e1610f02e43b94e5317f58c528172d42e44225b","","minskskydive.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xecee595ab271dbebdfd95f5adad054b2366e9658","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x5a3ff6c168cc0164d4cdd59c3fc710535da6c3a6","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x893e8165fdd985ede967741e47279ddfda4fadf4","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x0b468c986b21896d4c383be8101a639ecc99f8de","","storyka.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xa172a95e326de4e9ad0b67a945ef344d0f8f8718","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xc3eed391e92ac9d810cb43cc4c1124e99ccaf688","","lingament.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xeb2993a4e44291da4020102f6d2ed8d14b1cca4c","","smartestmoney.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x9134fc7112b478e97ee6f0e6a7bf81ecafef19ed","","jrh3k5.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x73261e5cba424a5d3759e92870f5f230f068b715","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x3845db689ece1e8db5af208f77f44cc1c7171407","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xa19265badd946329a8a8f84f25403e44ab185ab8","","440.eth","active","","","","",0,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x98cda0c10d49f81ab2edfce4e45693596e41d519","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x9725dc287005cb8f11ca628bb769e4a4fc8f0309","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xf3fce06e32b688b489226e8c0313c46d93e9c6f3","","","active","xzp1990","","","",2243,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x797bc498edee4357a16a1054db0323cbd04c84c3","","nicoa.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xf36c8df9ef41c3d02ece02d8081c05694fea66ff","","","active","","","184839961378422784","0xamaury#0",0,0,1,0,,,,,,,0,0,0,0,25
"ssvnetwork","0x79d76b3858a34e30504958152e0b71aceb825161","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x7564c8c5e022b3f3443776bbc208257a7df9d76b","","","active","","","","",1,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x3b88eee41627d4d05c25370a157ac44b7908c450","","","active","","","","",0,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0xe10190ba0747c7c13b04a349e50f518b5e179b04","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x21ab954b2203b4dd985a27fd03e72989a82a433a","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x2f4462279328f6d0085d87f74f336d0f7d722242","","","active","","","","",1,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x2b5d690e51dfaf77a54f9c1e96d2bdc55b14485d","","poo.eth","active","","","","",7,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x59822bfbdbb179ef2be0ca35c44d9cf58af964bd","","eream.eth","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x26655d43e3dfa4f7ef6ee94cef70eb64632e6d59","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0xa2644fdffc492b0d75f65d5927394757cd357c1b","","","active","","","","",0,0,1,0,,,,,,,1,0,0,,
"ssvnetwork","0x3264eb66a6e9b235e434f3905e9c584f177283ec","","","active","","","","",100,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x73b218cb06b7faf13a16d9e43cb97cff0f2f77c1","","","active","","","","",0,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x60895a6a363b5eed6fbca3b3c3bfca403efc6709","","","active","","","","",255,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0xade4c5a66ee54f53885ec1d085b169829c7413d9","","","active","","","","",0,0,1,0,,,,,,,1,,0,,
"ssvnetwork","0x79913fb3efc92162f6edc91e5f3b4e3d234d0028","","","active","","rohith20051104","","",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0xfdba5099e8aa0a08cc1e026b957661fd696132bb","","","active","","","508309789210836993","_artu#0",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0xca64acaa39f265200d105391c09a28912fe5333f","XD","","active","","","508309789210836993","",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0xda97c8739de1e4b6bc2560b6795ac7a1a080c32a","","","active","","","508309789210836993","",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0x280898a27e866765354f86948b10b60bdebcdc6a","rootwarp ","","active","","","854633327033057280","rootwarp",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0x9581f30e138866037ea9c2bf39af296d7c7184a4","0xGiant","","active","","","","",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0xc81bd9470f3024c33ae98ce6014f36edb4d74766","","","active","","roman.shpychka","","",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0xfe1a9550ec8f21e28fe86e26f9c767e042246c85","","","active","","ricoaprillananda","","",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0xefcba964cb6f636f762eb11c5d3822672c56588c","","","active","","saeed","","",0,0,0,0,,,,,,,,,,,
"ssvnetwork","0xea091c9f16205a9ea096b038e13a686e0f192d33","","hashquark.eth","active","hashquark","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0x9665f5e21040d244e8f1846cf4f82e479298d57d","A41","","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0x6a6c79d8da4d3b1c8963073529cd026b36817eb6","Hayhouse Projects LLC","hayhouse-projects.eth","active","","","","",0,0,0,0,,,,,,,0,,0,,
"ssvnetwork","0xdebb529a75db7964fa68897ba0a7f65a9fb39bed","JaromirZ","","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0xf635fcc046c5d584cd999ead5b172e9e76de27ce","Delete","","withdrawn","","lemma","416222591330549770","",0,,0,,,,,,,,,,,,
"ssvnetwork","0xa67a79cf9ead85879e2d15238707afc0a2f45eaa","","","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0x6f00ce7253bfd3a5a1c307b5e13814bf3433c72f","leonprou","leonprou.eth","active","","","","",2,0,0,0,,,,,,,0,,0,,
"ssvnetwork","0xe76be9c1e10910d6bc6b63d8031729747910c2f6","","stakefy.eth","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0x66946def4ba6153c500d743b7a5febfc1654d6bd","Fuji AR","","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0xf27954eec29ebc356e02845a11c729e7d46b0857","cryheart","cryheart.eth","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0x8692bc2fa506728449b0336b26696085a3fc8eb0","P2P.org","","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0x4409a8f0d5e5dcc65a1779beb61805f7c9a7416d","amthatsme","amthatsme.eth","active","","","","",0,0,0,0,,,,,,,0,,0,,
"ssvnetwork","0x2bcd3566124a613033a5c9467aec84c5949ecda8","","","active","","","","",0,0,0,0,,,,,,,0,0,0,,
"ssvnetwork","0xcbd5acd74e9e92624f4dcd1f65e9d8566234dfdd","","miryam.eth","active","","","","",0,0,0,0,,,,,,,0,,0,,
"ssvnetwork","0x2a5b95c0770bd74b66d7214e60ea6619fd233687","","","active","","","","",0,0,0,0,,,,,,,0,0,0,,
